reg_id,distance_cm,bacteria_count,infection_rate,spread_path_factor,airborne_bacteria_fraction,respirable_bacteria_fraction,airflow_speed_m_s,environment_stability,class_bacteria_level,moisture_level,dispersion_factor
5854,1,114110000000000,0.8,0.8,0.5,1.0,3.72,E,T6,0.0001,0.0096
5855,1,51589000000000,1.0,0.9,1.0,1.0,3.23,D,M7,0.0001,0.0052
5856,1,164670000000000,0.8,0.5,1.0,0.5,4.22,F,QS,0.00041,0.019
5857,1,432940000000000,1.0,1.0,0.9,1.0,3.64,D,M7,0.00024,0.037
5858,1,38663000000000,0.9,1.0,1.0,1.0,4.14,F,QS,0.0001,0.025
5859,1,95592000000000,1.0,0.7,0.9,1.0,4.52,B,N4,0.0001,0.00072
5860,1,319350000000000,0.5,0.5,0.6,0.6,4.01,B,N4,0.00057,0.00034
5861,1,386650000000000,0.5,1.0,1.0,1.0,3.89,E,T6,0.0001,0.049
5862,1,90466000000000,0.8,1.0,1.0,1.0,4.68,A,V3,0.0001,0.00037
5863,1,309230000000000,0.5,1.0,0.9,1.0,4.88,B,N4,0.00034,0.0015
5864,1,302900000000000,0.5,0.8,1.0,1.0,4.95,B,N4,0.0001,0.0013
5865,1,252390000000000,0.5,0.9,1.0,1.0,4.72,D,M7,0.0001,0.009
5866,1,314400000000000,0.5,0.7,0.8,1.0,4.16,B,N4,0.00045,0.001
5867,1,175800000000000,0.5,1.0,1.0,0.5,4.3,C,Z1,0.0001,0.0014
5868,1,139240000000000,0.8,0.7,0.5,1.0,4.5,E,T6,0.00014,0.0087
5869,1,41656000000000,0.5,0.8,0.9,1.0,3.71,D,M7,0.00038,0.0013
5870,1,223890000000000,0.5,0.8,0.5,0.5,4.46,E,T6,0.00036,0.0046
5871,1,388180000000000,1.0,0.5,0.6,1.0,4.54,C,Z1,0.00049,0.0031
5872,1,315370000000000,1.0,0.8,0.6,1.0,4.74,A,V3,0.0001,0.00076
5873,1,337640000000000,1.0,0.5,0.5,0.7,4.05,F,QS,0.00041,0.035
5874,1,415470000000000,0.5,0.5,0.5,1.0,3.52,F,QS,0.0001,0.04
5875,1,430390000000000,0.5,1.0,0.9,0.6,3.46,C,Z1,0.0001,0.0044
5876,1,247020000000000,0.5,0.6,1.0,0.5,4.88,F,QS,0.0001,0.024
5877,1,84027000000000,1.0,0.6,0.8,1.0,4.62,B,N4,0.00023,0.00046
5878,1,40474000000000,0.8,0.5,0.7,0.9,4.42,E,T6,0.0001,0.0023
5879,1,307730000000000,1.0,0.9,1.0,0.5,4.29,B,N4,0.0001,0.0017
5880,1,116330000000000,0.5,0.8,0.7,1.0,3.64,E,T6,0.00052,0.0071
5881,1,113790000000000,1.0,0.9,1.0,1.0,3.72,B,N4,0.0001,0.0015
5882,1,301310000000000,0.8,0.5,0.7,0.9,4.0,A,V3,0.0001,0.00045
5883,1,279760000000000,0.7,1.0,0.7,0.6,4.39,D,M7,0.00016,0.0068
5884,1,213520000000000,0.6,0.7,0.5,0.5,4.91,C,Z1,0.00028,0.00059
5885,1,301860000000000,1.0,0.5,0.8,0.8,3.1,D,M7,0.0001,0.011
5886,1,92331000000000,1.0,1.0,0.9,1.0,4.01,B,N4,0.00058,0.00097
5887,1,236890000000000,0.7,0.6,0.5,0.6,3.25,B,N4,0.0001,0.00049
5888,1,403630000000000,0.5,1.0,0.8,1.0,3.37,C,Z1,0.00015,0.0061
5889,1,321670000000000,1.0,0.5,0.6,0.5,3.18,B,N4,0.0001,0.0008
5890,1,213250000000000,0.5,1.0,0.5,0.8,4.63,B,N4,0.00027,0.00048
5891,1,232450000000000,0.5,0.5,1.0,1.0,4.01,B,N4,0.0001,0.00078
5892,1,92654000000000,0.5,1.0,0.9,1.0,3.93,D,M7,0.0001,0.0039
5893,1,412640000000000,0.5,1.0,0.5,0.7,5.0,B,N4,0.0001,0.00078
5894,1,395660000000000,0.5,0.5,0.9,0.5,4.02,F,QS,0.0001,0.032
5895,1,241870000000000,1.0,1.0,1.0,1.0,4.04,E,T6,0.00014,0.059
5896,1,171110000000000,1.0,0.7,1.0,0.9,4.48,F,QS,0.0001,0.073
5897,1,111140000000000,0.5,0.8,1.0,1.0,4.54,D,M7,0.0004,0.0034
5898,1,279380000000000,0.5,0.7,1.0,0.5,3.41,C,Z1,0.0001,0.0019
5899,1,401720000000000,0.9,0.5,0.9,0.8,4.98,A,V3,0.00037,0.00059
5900,1,411610000000000,0.5,0.7,0.9,0.8,3.08,F,QS,0.00029,0.072
5901,1,217550000000000,0.5,0.9,0.5,0.7,4.23,E,T6,0.0001,0.0081
5902,1,214500000000000,0.8,0.5,0.5,0.5,3.96,A,V3,0.00011,0.00013
5903,1,296850000000000,0.5,0.8,0.6,1.0,4.6,A,V3,0.0001,0.00037
5904,1,402890000000000,0.6,0.5,0.9,1.0,4.1,F,QS,0.0001,0.077
5905,1,199290000000000,0.9,0.6,0.6,0.5,4.29,E,T6,0.0001,0.0076
5906,1,119510000000000,0.5,1.0,1.0,0.5,4.21,D,M7,0.00045,0.0024
5907,1,317300000000000,0.6,0.5,1.0,1.0,4.6,A,V3,0.0001,0.00049
5908,1,167290000000000,0.5,1.0,0.5,0.5,3.08,C,Z1,0.0001,0.00088
5909,1,133220000000000,0.5,1.0,0.5,1.0,3.38,E,T6,0.0001,0.0094
5910,1,129190000000000,0.5,0.5,1.0,0.5,3.61,B,N4,0.00025,0.00023
5911,1,131690000000000,0.7,0.6,0.6,0.7,3.19,D,M7,0.0001,0.0026
5912,1,90273000000000,1.0,1.0,1.0,0.6,3.03,A,V3,0.00056,0.00035
5913,1,269530000000000,0.5,1.0,1.0,0.5,4.81,C,Z1,0.0001,0.0019
5914,1,276410000000000,0.5,0.9,0.9,0.5,3.13,B,N4,0.0001,0.00095
5915,1,146470000000000,0.6,1.0,1.0,1.0,3.45,A,V3,0.00015,0.00059
5916,1,147750000000000,0.5,0.8,0.8,0.5,4.39,C,Z1,0.00017,0.0007
5917,1,414350000000000,0.5,1.0,0.6,1.0,3.14,D,M7,0.0001,0.014
5918,1,235300000000000,1.0,0.7,0.5,1.0,4.9,B,N4,0.0001,0.00091
5919,1,64384000000000,1.0,0.7,0.5,0.8,3.23,E,T6,0.00042,0.0044
5920,1,142810000000000,1.0,1.0,0.9,1.0,4.25,F,QS,0.0001,0.089
5921,1,412420000000000,0.8,0.9,0.5,0.7,4.95,A,V3,0.0001,0.0005
5922,1,227960000000000,1.0,0.6,0.9,0.5,3.08,B,N4,0.0001,0.0011
5923,1,154800000000000,0.5,1.0,0.5,0.5,3.03,C,Z1,0.0001,0.00083
5924,1,173290000000000,0.5,0.6,0.8,0.6,4.99,D,M7,0.00057,0.0017
5925,1,90388000000000,0.5,0.7,1.0,1.0,3.75,A,V3,0.0001,0.0002
5926,1,203290000000000,0.5,1.0,1.0,0.7,3.69,F,QS,0.00048,0.041
5927,1,55892000000000,0.5,0.8,1.0,0.9,3.44,C,Z1,0.00046,0.00068
5928,1,159690000000000,0.8,0.6,1.0,1.0,3.02,F,QS,0.0001,0.062
5929,1,243410000000000,1.0,1.0,0.9,0.5,4.48,D,M7,0.0001,0.0091
5930,1,396530000000000,1.0,0.7,1.0,1.0,3.61,A,V3,0.00028,0.0017
5931,1,237780000000000,0.5,1.0,0.5,0.7,3.3,A,V3,0.0001,0.0003
5932,1,404760000000000,1.0,1.0,0.5,0.9,3.32,B,N4,0.0001,0.0029
5933,1,399150000000000,1.0,0.5,0.5,0.6,3.68,F,QS,0.0001,0.045
5934,1,283390000000000,0.7,1.0,0.5,0.6,4.89,C,Z1,0.00058,0.0015
5935,1,267540000000000,0.5,1.0,1.0,1.0,3.91,B,N4,0.00057,0.0016
5936,1,341090000000000,0.6,1.0,0.5,0.6,4.25,C,Z1,0.0001,0.0019
5937,1,194600000000000,0.5,0.8,0.5,0.8,4.26,D,M7,0.0001,0.0027
5938,1,172550000000000,1.0,0.5,1.0,1.0,3.51,F,QS,0.0001,0.066
5939,1,231810000000000,1.0,0.6,0.5,0.7,4.88,F,QS,0.0001,0.031
5940,1,373150000000000,0.5,0.9,1.0,0.5,3.75,D,M7,0.0001,0.0082
5941,1,228780000000000,1.0,1.0,1.0,0.6,4.48,B,N4,0.0001,0.0017
5942,1,125460000000000,0.5,0.8,0.8,0.5,4.64,E,T6,0.0001,0.0044
5943,1,289420000000000,1.0,0.5,0.5,0.5,4.42,C,Z1,0.00059,0.00096
5944,1,402340000000000,1.0,0.9,1.0,0.9,4.44,B,N4,0.0001,0.004
5945,1,297020000000000,0.5,0.5,0.9,0.9,3.48,E,T6,0.0001,0.017
5946,1,128300000000000,0.5,0.7,1.0,1.0,3.34,C,Z1,0.00028,0.0016
5947,1,124540000000000,0.5,0.7,0.5,1.0,4.45,B,N4,0.00048,0.00024
5948,1,206820000000000,0.5,0.5,0.5,0.5,3.13,E,T6,0.0001,0.0039
5949,1,394860000000000,1.0,1.0,1.0,0.8,3.43,D,M7,0.0001,0.033
5950,1,155350000000000,0.6,0.9,1.0,0.5,3.21,A,V3,0.0001,0.00031
5951,1,320840000000000,1.0,0.5,1.0,0.5,3.51,E,T6,0.0004,0.019
5952,1,280010000000000,1.0,1.0,1.0,0.5,4.41,E,T6,0.00018,0.031
5953,1,255410000000000,0.5,1.0,1.0,1.0,3.57,F,QS,0.0001,0.097
5954,1,377150000000000,0.5,1.0,0.5,1.0,3.48,A,V3,0.0001,0.00063
5955,1,219920000000000,1.0,0.5,0.5,0.5,3.98,C,Z1,0.0001,0.00091
5956,1,47157000000000,0.5,1.0,0.5,0.5,4.52,A,V3,0.00055,2.8e-05
5957,1,62091000000000,0.5,0.9,0.7,1.0,3.96,C,Z1,0.0001,0.00065
5958,1,231520000000000,0.9,0.8,0.9,1.0,3.85,C,Z1,0.0001,0.0051
5959,1,53334000000000,0.5,0.7,1.0,1.0,4.4,C,Z1,0.00047,0.00051
5960,1,436340000000000,0.8,0.5,0.6,0.8,4.39,C,Z1,0.0001,0.0025
5961,1,62173000000000,0.5,1.0,0.7,1.0,3.81,A,V3,0.00036,0.00012
5962,1,110600000000000,0.5,0.9,1.0,0.5,4.98,B,N4,0.00012,0.00027
5963,1,290000000000000,1.0,1.0,0.5,0.5,4.33,F,QS,0.0001,0.05
5964,1,214310000000000,0.9,1.0,1.0,0.6,4.48,D,M7,0.0001,0.0096
5965,1,236010000000000,0.5,0.6,0.5,0.9,4.02,B,N4,0.0001,0.00042
5966,1,299090000000000,0.5,1.0,0.5,1.0,4.0,C,Z1,0.0001,0.0025
5967,1,86784000000000,0.5,0.5,0.8,0.8,3.46,A,V3,0.0001,9.4e-05
5968,1,156400000000000,1.0,1.0,0.5,1.0,3.54,E,T6,0.00058,0.017
5969,1,336660000000000,0.5,1.0,0.6,1.0,3.86,C,Z1,0.0001,0.0034
5970,1,387550000000000,0.7,0.7,0.8,0.5,3.13,B,N4,0.0001,0.0013
5971,1,100560000000000,0.6,1.0,0.7,1.0,4.11,C,Z1,0.0001,0.0014
5972,1,269720000000000,0.5,0.6,0.5,1.0,3.3,C,Z1,0.00031,0.0015
5973,1,380880000000000,0.5,0.8,0.8,1.0,3.7,E,T6,0.0001,0.032
5974,1,404980000000000,0.8,0.9,1.0,1.0,4.75,C,Z1,0.0001,0.0082
5975,1,381540000000000,1.0,0.5,1.0,0.6,3.16,C,Z1,0.0002,0.0045
5976,1,277170000000000,0.9,0.5,1.0,0.5,3.87,C,Z1,0.0004,0.0019
5977,1,289630000000000,0.7,0.5,1.0,1.0,3.47,F,QS,0.00019,0.073
5978,1,436790000000000,0.9,0.5,0.5,1.0,3.59,D,M7,0.0001,0.01
5979,1,137980000000000,1.0,0.5,0.5,0.7,3.7,D,M7,0.00051,0.0021
5980,1,390640000000000,0.8,1.0,0.7,0.8,4.39,A,V3,0.0001,0.00095
5981,1,161260000000000,1.0,1.0,0.7,1.0,4.03,C,Z1,0.0001,0.0037
5982,1,110470000000000,0.5,0.8,0.5,0.6,3.51,B,N4,0.0001,0.0002
5983,1,335090000000000,1.0,0.9,0.5,1.0,4.19,C,Z1,0.00041,0.0044
5984,1,109830000000000,0.7,1.0,0.9,1.0,3.52,E,T6,0.0001,0.019
5985,1,362210000000000,1.0,0.5,0.5,0.7,4.49,C,Z1,0.0001,0.0019
5986,1,239250000000000,0.5,1.0,1.0,0.5,3.49,A,V3,0.0001,0.0004
5987,1,234570000000000,0.5,1.0,0.9,0.8,4.14,A,V3,0.0001,0.00048
5988,1,405360000000000,0.8,0.5,1.0,1.0,3.45,B,N4,0.00013,0.0025
5989,1,369490000000000,1.0,0.9,1.0,1.0,4.73,B,N4,0.00031,0.0036
5990,1,308820000000000,0.6,0.8,0.5,0.5,3.41,A,V3,0.0001,0.00026
5991,1,170940000000000,0.6,0.5,1.0,0.5,3.97,A,V3,0.0001,0.00015
5992,1,162210000000000,0.5,0.5,0.6,1.0,4.8,E,T6,0.00015,0.0051
5993,1,42260000000000,1.0,1.0,0.8,0.9,3.83,A,V3,0.0001,0.00019
5994,1,94201000000000,0.5,0.5,0.6,0.5,4.65,C,Z1,0.0005,0.00018
5995,1,214110000000000,1.0,1.0,0.7,0.6,3.31,F,QS,0.00043,0.055
5996,1,279370000000000,0.8,0.6,1.0,0.5,3.92,F,QS,0.0001,0.049
5997,1,429280000000000,0.6,0.6,1.0,0.8,4.63,E,T6,0.00021,0.026
5998,1,269730000000000,1.0,1.0,1.0,1.0,4.3,A,V3,0.0001,0.0015
5999,1,99699000000000,0.9,1.0,0.5,0.5,4.88,A,V3,0.0001,0.00011
6000,1,353560000000000,0.5,1.0,1.0,1.0,3.62,E,T6,0.00034,0.042
6001,1,202540000000000,0.7,0.6,0.8,1.0,4.69,C,Z1,0.0001,0.0019
6002,1,342520000000000,1.0,0.6,0.5,0.5,4.64,E,T6,0.0001,0.011
6003,1,196520000000000,0.9,0.8,0.7,0.5,4.42,F,QS,0.0001,0.034
6004,1,202240000000000,1.0,0.6,0.5,0.7,4.86,D,M7,0.0001,0.0033
6005,1,173410000000000,0.9,0.9,0.6,0.9,3.11,A,V3,0.0001,0.00057
6006,1,380850000000000,0.7,0.5,1.0,0.5,4.84,D,M7,0.0001,0.0052
6007,1,286290000000000,0.5,0.9,0.5,1.0,3.36,B,N4,0.00031,0.00095
6008,1,280750000000000,0.5,0.5,0.5,0.9,4.56,C,Z1,0.0001,0.00092
6009,1,156120000000000,0.5,0.5,0.8,1.0,4.72,C,Z1,0.00054,0.00079
6010,1,91065000000000,1.0,0.5,0.7,1.0,4.69,E,T6,0.0001,0.007
6011,1,426410000000000,0.5,1.0,0.5,1.0,3.76,E,T6,0.0001,0.028
6012,1,270700000000000,0.5,0.8,1.0,0.8,3.31,E,T6,0.00028,0.023
6013,1,362270000000000,0.5,0.9,0.6,1.0,3.19,F,QS,0.00037,0.063
6014,1,155090000000000,1.0,0.5,1.0,0.5,4.8,A,V3,0.00014,0.00019
6015,1,174820000000000,0.6,0.5,0.5,0.6,4.11,D,M7,0.0005,0.0012
6016,1,135260000000000,0.5,1.0,0.9,0.7,4.75,C,Z1,0.0001,0.0012
6017,1,113300000000000,0.7,0.5,1.0,1.0,3.34,B,N4,0.0001,0.00063
6018,1,47288000000000,0.6,1.0,1.0,0.7,3.05,A,V3,0.0001,0.00015
6019,1,196110000000000,0.5,1.0,0.5,0.5,3.75,B,N4,0.00015,0.00035
6020,1,324270000000000,0.5,1.0,0.8,0.5,4.49,E,T6,0.0001,0.015
6021,1,404980000000000,0.9,1.0,0.5,0.5,3.57,B,N4,0.0001,0.0014
6022,1,375950000000000,0.5,0.8,1.0,1.0,4.96,B,N4,0.00055,0.0015
6023,1,220530000000000,1.0,0.7,0.9,1.0,3.56,E,T6,0.0001,0.038
6024,1,269660000000000,0.5,0.8,0.8,1.0,3.25,C,Z1,0.0001,0.0034
6025,1,231910000000000,1.0,0.8,0.5,0.5,4.18,A,V3,0.0001,0.00026
6026,1,160540000000000,0.9,0.6,0.8,0.9,4.09,B,N4,0.00027,0.00078
6027,1,95448000000000,1.0,0.5,0.6,0.6,3.05,D,M7,0.0001,0.002
6028,1,312830000000000,0.5,0.8,1.0,1.0,3.77,B,N4,0.0001,0.0018
6029,1,360570000000000,0.5,0.7,1.0,0.5,4.33,B,N4,0.00045,0.00072
6030,1,305080000000000,0.5,1.0,1.0,1.0,4.92,B,N4,0.0001,0.0017
6031,1,249460000000000,0.5,0.5,0.5,0.5,4.56,E,T6,0.0001,0.0035
6032,1,169550000000000,1.0,0.5,0.5,1.0,4.16,F,QS,0.0001,0.03
6033,1,131420000000000,1.0,0.5,0.5,1.0,3.26,D,M7,0.00017,0.0035
6034,1,289500000000000,0.9,0.5,0.7,1.0,4.07,C,Z1,0.0001,0.003
6035,1,159190000000000,0.8,0.5,1.0,1.0,4.79,D,M7,0.0001,0.005
6036,1,187090000000000,0.9,0.5,0.5,1.0,4.08,E,T6,0.00046,0.0088
6037,1,108480000000000,1.0,1.0,1.0,1.0,3.87,C,Z1,0.00053,0.0032
6038,1,45333000000000,0.8,0.5,1.0,0.8,3.14,F,QS,0.00035,0.0095
6039,1,127320000000000,1.0,0.5,0.7,1.0,3.68,C,Z1,0.0001,0.0016
6040,1,85722000000000,0.5,0.5,0.5,0.6,3.62,A,V3,0.0001,4.2e-05
6041,1,330290000000000,1.0,1.0,0.5,0.7,3.52,D,M7,0.00047,0.01
6042,1,361790000000000,0.5,0.7,1.0,0.5,4.48,D,M7,0.00033,0.0049
6043,1,299640000000000,1.0,0.5,0.5,0.8,3.91,B,N4,0.0001,0.00082
6044,1,291260000000000,0.5,0.9,1.0,0.5,3.75,A,V3,0.0001,0.00041
6045,1,409250000000000,0.5,0.5,0.5,1.0,3.21,E,T6,0.0001,0.015
6046,1,96739000000000,1.0,0.5,1.0,0.5,4.39,B,N4,0.00019,0.00029
6047,1,257730000000000,0.8,0.9,0.9,1.0,4.8,F,QS,0.0001,0.11
6048,1,128620000000000,1.0,0.5,0.7,1.0,4.97,F,QS,0.0001,0.029
6049,1,247060000000000,1.0,0.7,0.7,0.6,3.96,A,V3,0.00023,0.00042
6050,1,173090000000000,1.0,0.9,1.0,0.6,4.79,F,QS,0.00035,0.054
6051,1,380190000000000,1.0,0.6,0.8,0.5,3.65,D,M7,0.0001,0.0091
6052,1,374560000000000,1.0,1.0,1.0,1.0,3.9,B,N4,0.0001,0.0051
6053,1,197950000000000,1.0,1.0,1.0,0.5,3.84,F,QS,0.00029,0.064
6054,1,71993000000000,0.7,0.8,0.5,0.5,4.32,C,Z1,0.0001,0.00031
6055,1,387430000000000,0.7,1.0,0.5,0.9,3.01,B,N4,0.0001,0.0021
6056,1,423780000000000,0.6,1.0,0.8,0.9,3.7,D,M7,0.0001,0.018
6057,1,100830000000000,1.0,0.6,0.6,1.0,4.26,D,M7,0.0001,0.0032
6058,1,365670000000000,0.7,0.8,0.9,0.5,4.63,B,N4,0.0001,0.0011
6059,1,97704000000000,1.0,1.0,1.0,1.0,3.39,B,N4,0.0001,0.0015
6060,1,129270000000000,0.5,0.8,0.9,0.5,3.42,F,QS,0.0001,0.018
6061,1,40154000000000,0.7,0.5,0.8,1.0,4.74,F,QS,0.0001,0.0074
6062,1,96961000000000,0.5,1.0,0.8,0.5,4.53,C,Z1,0.0001,0.00057
6063,1,72542000000000,1.0,0.8,1.0,0.5,3.11,F,QS,0.00024,0.021
6064,1,291010000000000,1.0,0.5,1.0,0.6,4.95,C,Z1,0.0001,0.0024
6065,1,106710000000000,0.5,0.5,0.6,1.0,4.38,E,T6,0.0001,0.0037
6066,1,183360000000000,0.5,0.5,0.5,0.5,3.95,B,N4,0.00022,0.00015
6067,1,329470000000000,1.0,0.9,1.0,0.5,3.52,C,Z1,0.00016,0.0054
6068,1,192820000000000,0.5,1.0,0.5,0.5,3.23,C,Z1,0.0001,0.00097
6069,1,343660000000000,0.5,0.9,0.5,0.6,4.4,F,QS,0.0001,0.032
6070,1,379800000000000,0.7,0.8,0.5,1.0,4.4,C,Z1,0.0001,0.0032
6071,1,111100000000000,0.5,0.6,1.0,0.5,3.31,B,N4,0.0001,0.00027
6072,1,243700000000000,0.6,1.0,0.8,0.5,4.33,F,QS,0.0005,0.032
6073,1,190050000000000,1.0,1.0,0.9,0.6,3.01,F,QS,0.00027,0.072
6074,1,63440000000000,0.5,0.9,0.5,1.0,3.24,E,T6,0.0001,0.0042
6075,1,296670000000000,0.5,0.6,0.7,1.0,3.36,F,QS,0.0001,0.048
6076,1,111240000000000,0.5,0.6,1.0,0.9,3.26,E,T6,0.00035,0.0076
6077,1,312440000000000,1.0,0.5,0.7,0.7,4.25,E,T6,0.00016,0.018
6078,1,174600000000000,1.0,1.0,1.0,1.0,4.03,C,Z1,0.0001,0.0057
6079,1,386710000000000,1.0,1.0,0.5,0.6,3.09,C,Z1,0.0001,0.0049
6080,1,153890000000000,0.7,0.5,0.6,1.0,3.75,A,V3,0.0001,0.0002
6081,1,85564000000000,1.0,0.7,0.5,0.5,3.73,C,Z1,0.0001,0.00053
6082,1,280820000000000,1.0,0.5,0.6,1.0,4.16,C,Z1,0.00013,0.0027
6083,1,310300000000000,1.0,0.5,1.0,0.5,4.59,E,T6,0.0001,0.017
6084,1,140940000000000,0.9,0.6,0.5,0.9,4.46,E,T6,0.0001,0.0078
6085,1,305520000000000,1.0,1.0,0.6,0.5,3.02,A,V3,0.00054,0.0006
6086,1,202230000000000,0.7,0.5,1.0,0.5,4.83,C,Z1,0.0004,0.00091
6087,1,83724000000000,0.6,0.9,0.7,0.5,3.23,C,Z1,0.0001,0.00064
6088,1,212320000000000,0.5,0.7,0.5,0.8,3.21,C,Z1,0.00023,0.0011
6089,1,210190000000000,1.0,1.0,1.0,0.6,4.64,B,N4,0.00041,0.0014
6090,1,188480000000000,1.0,0.5,0.6,1.0,3.25,B,N4,0.0001,0.00092
6091,1,146320000000000,1.0,0.5,1.0,1.0,3.41,F,QS,0.0001,0.056
6092,1,52296000000000,0.7,0.8,0.9,1.0,3.85,C,Z1,0.00013,0.00089
6093,1,362040000000000,0.8,0.8,0.5,0.9,4.31,E,T6,0.0001,0.024
6094,1,235670000000000,0.5,0.6,0.5,0.5,4.34,C,Z1,0.0001,0.00054
6095,1,288900000000000,1.0,1.0,0.7,0.5,4.93,F,QS,0.00048,0.054
6096,1,132490000000000,0.5,0.5,0.9,1.0,4.49,F,QS,0.0001,0.02
6097,1,233800000000000,0.5,1.0,0.5,0.5,3.45,F,QS,0.0001,0.022
6098,1,252600000000000,0.6,0.5,0.5,1.0,3.67,D,M7,0.0001,0.0038
6099,1,328460000000000,0.5,0.5,1.0,0.5,4.05,B,N4,0.0001,0.00055
6100,1,84327000000000,0.7,0.7,1.0,0.8,3.81,A,V3,0.0001,0.0002
6101,1,174770000000000,0.5,0.5,1.0,1.0,4.1,C,Z1,0.00011,0.0014
6102,1,41437000000000,0.5,1.0,0.7,0.9,4.26,E,T6,0.0001,0.0031
6103,1,406520000000000,1.0,0.6,1.0,0.8,4.65,D,M7,0.0001,0.016
6104,1,266210000000000,0.5,0.6,1.0,1.0,3.54,F,QS,0.00047,0.047
6105,1,322500000000000,0.9,0.5,1.0,0.7,4.72,B,N4,0.00046,0.0011
6106,1,181690000000000,1.0,1.0,0.5,0.9,4.1,F,QS,0.0001,0.058
6107,1,106260000000000,0.5,1.0,0.9,1.0,3.18,C,Z1,0.00015,0.0019
6108,1,167220000000000,0.9,0.9,1.0,1.0,3.76,A,V3,0.0001,0.00085
6109,1,393060000000000,0.6,0.7,1.0,1.0,3.51,B,N4,0.00055,0.0022
6110,1,120220000000000,0.7,0.7,0.6,0.7,4.3,C,Z1,0.0001,0.00076
6111,1,366880000000000,0.6,0.5,1.0,1.0,4.94,A,V3,0.00019,0.00052
6112,1,187980000000000,0.6,1.0,0.5,0.5,3.24,C,Z1,0.0001,0.0011
6113,1,113390000000000,0.8,0.6,0.5,0.7,3.13,A,V3,0.00058,0.00012
6114,1,45996000000000,1.0,0.5,1.0,0.5,4.03,A,V3,0.0001,6.8e-05
6115,1,298330000000000,0.7,1.0,0.5,0.8,3.98,F,QS,0.0001,0.06
6116,1,304630000000000,1.0,1.0,0.5,0.8,3.12,E,T6,0.00018,0.035
6117,1,231690000000000,0.7,1.0,1.0,0.6,3.14,B,N4,0.0001,0.0016
6118,1,162740000000000,0.5,0.5,0.8,0.6,4.12,B,N4,0.0001,0.00025
6119,1,320780000000000,1.0,0.6,0.7,0.5,4.7,F,QS,0.0001,0.044
6120,1,38316000000000,0.6,1.0,0.5,1.0,4.19,B,N4,0.0005,0.00013
6121,1,39348000000000,0.9,0.5,0.8,0.5,3.17,D,M7,0.00029,0.00074
6122,1,92042000000000,1.0,0.5,0.5,0.8,3.85,C,Z1,0.0001,0.00063
6123,1,332860000000000,1.0,0.6,0.6,1.0,4.52,A,V3,0.00042,0.00058
6124,1,153800000000000,0.8,0.5,0.5,0.9,3.31,C,Z1,0.0001,0.0011
6125,1,82795000000000,1.0,0.8,1.0,1.0,3.88,D,M7,0.00013,0.0062
6126,1,196200000000000,1.0,1.0,1.0,0.5,3.31,F,QS,0.0001,0.077
6127,1,239570000000000,1.0,1.0,1.0,0.5,3.13,C,Z1,0.0001,0.005
6128,1,382030000000000,0.5,0.5,0.5,0.8,4.06,B,N4,0.00019,0.00049
6129,1,183210000000000,0.5,0.7,1.0,0.9,3.17,D,M7,0.0001,0.0065
6130,1,272890000000000,0.5,0.9,0.5,0.5,4.87,F,QS,0.0001,0.02
6131,1,305470000000000,0.5,0.5,1.0,0.5,3.05,C,Z1,0.0001,0.0016
6132,1,359940000000000,0.9,0.5,1.0,1.0,3.29,F,QS,0.0001,0.13
6133,1,75028000000000,0.6,0.5,0.5,0.5,4.07,E,T6,0.0001,0.0014
6134,1,95066000000000,0.5,0.5,0.5,1.0,3.37,E,T6,0.00058,0.0026
6135,1,404350000000000,0.5,1.0,0.8,1.0,3.16,E,T6,0.0001,0.048
6136,1,416690000000000,0.5,0.9,0.9,1.0,3.48,B,N4,0.0001,0.0026
6137,1,340910000000000,0.5,0.5,0.5,1.0,4.35,A,V3,0.0001,0.00023
6138,1,174690000000000,0.5,1.0,0.8,0.5,4.39,B,N4,0.0001,0.00043
6139,1,316970000000000,0.5,0.7,0.7,0.5,4.29,F,QS,0.0006,0.02
6140,1,254750000000000,0.5,0.9,0.6,1.0,3.61,A,V3,0.0001,0.00045
6141,1,411670000000000,0.8,0.5,0.9,0.5,3.37,F,QS,0.0001,0.057
6142,1,235000000000000,1.0,1.0,0.9,0.5,3.87,B,N4,0.0001,0.0015
6143,1,113560000000000,1.0,0.5,0.5,0.7,4.82,F,QS,0.00055,0.01
6144,1,284260000000000,0.9,0.5,0.5,0.5,4.43,E,T6,0.0001,0.0073
6145,1,373100000000000,0.7,0.5,0.5,0.8,4.07,C,Z1,0.00051,0.0015
6146,1,142210000000000,1.0,1.0,0.7,0.5,3.44,E,T6,0.0001,0.014
6147,1,260270000000000,1.0,0.5,1.0,0.5,3.14,A,V3,0.0001,0.00049
6148,1,302230000000000,0.5,0.6,1.0,0.5,4.37,C,Z1,0.0001,0.0014
6149,1,149320000000000,0.5,1.0,0.9,0.5,3.4,B,N4,0.00026,0.0005
6150,1,280500000000000,1.0,0.8,0.6,0.5,4.87,C,Z1,0.0001,0.0019
6151,1,429460000000000,1.0,1.0,1.0,0.5,3.87,E,T6,0.0001,0.055
6152,1,221980000000000,0.9,1.0,1.0,0.5,4.29,A,V3,0.0001,0.00055
6153,1,232570000000000,0.6,1.0,1.0,0.8,4.26,D,M7,0.00019,0.0094
6154,1,377140000000000,1.0,1.0,0.5,0.6,3.41,C,Z1,0.00044,0.0039
6155,1,207850000000000,0.6,0.8,0.5,1.0,3.72,D,M7,0.0001,0.0049
